Name,Current Club,Position,Age,ca,pa,Nationality,Club,Loan Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off the ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Consistency,Dirtiness,Important Matches,Injury Proneness,Versatility,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out(Tendency),Puching(Tendency),Throwing,Adaptability,Ambition,Controversy,Loyalty,Pressure,Professionalism,Sportsmanship,Temperament,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Reputation,Home Reputation,World Reputation,RCA,D.O.B,International Appearances,International Goal,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Shooting Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Trey Nyoni,Liverpool,DM/M/AM C,16,74,150,"England,Zimbabwe",Liverpool,,6,6,12,8,13,5,6,8,3,7,7,5,8,13,8,10,8,6,8,13,11,6,13,4,4,8,12,8,8,12,10,6,8,9,8,3,18,9,13,14,17,4,2,1,2,4,3,3,1,2,3,1,10,9,4,10,12,12,10,15,1,1,1,1,1,1,16,1,20,1,1,17,1,1,172,0,15,20,3700,3700,1500,64,2007/6/30,0,0,7.7,8.3,8.5,11,6,12.7,6,9.2,2,8.3,8.5,9.2,1.5,2,4,2
Trent Kone-Doherty,Liverpool,AM RL,17,71,150,"Republic of Ireland,Northern Ireland",Liverpool,,6,9,12,8,13,6,6,7,2,4,13,1,5,13,5,5,7,3,6,8,8,4,13,2,9,6,7,5,14,13,12,2,16,13,10,4,4,13,20,6,11,1,2,2,2,2,1,2,2,1,2,3,13,11,4,10,13,8,10,17,1,1,1,1,1,1,1,1,1,1,19,1,20,12,172,0,9,20,3550,3550,1750,69,2006/6/30,0,0,5,9.8,13.5,11.3,6.7,12.7,4,6.2,2,9.8,13.5,6.2,2,2,1.5,2
Amaro Nallo,Liverpool,D C,16,64,150,England,Liverpool,,4,1,7,2,7,1,9,7,7,8,14,5,14,9,7,9,9,12,9,14,8,14,5,2,4,15,7,8,8,6,8,13,8,7,9,4,9,11,16,11,15,2,1,1,3,2,1,2,3,1,3,4,17,11,8,7,9,12,12,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,0,20,13,3200,3200,1500,57,2006/11/18,0,0,12.3,6.8,7.5,11,6,7.7,11,9.3,2.5,6.8,7.5,9.3,1,3,2,2.5
Carter Pinnington,Liverpool,D/DM C,16,64,150,England,Liverpool,,2,3,2,7,14,4,9,8,7,9,11,7,15,15,11,8,8,11,9,9,9,8,6,10,7,15,7,9,9,9,8,11,11,9,7,5,10,5,11,8,18,3,2,1,1,3,1,3,2,1,3,1,13,11,7,11,10,11,12,11,1,1,20,1,1,1,16,1,1,1,1,1,1,1,184,0,9,20,3200,3200,1500,67,2007/2/21,0,0,13,7.3,9,8.7,8.3,10.3,10,8.2,2.5,7.3,9,8.2,1.5,1,3,1
Wataru Endo,Liverpool,DM/M C,30,142,145,Japan,Liverpool,,6,8,12,10,13,6,15,11,8,13,13,11,15,13,14,13,16,14,16,13,13,18,10,16,13,15,19,16,12,12,15,12,17,12,17,12,17,8,18,7,15,3,2,1,3,2,3,3,1,2,2,3,18,17,1,15,20,20,14,16,1,1,14,12,1,10,20,1,20,1,1,1,1,1,178,77,11,20,7100,7100,5750,142,1993/2/9,50,2,14.3,14,12,12,12.3,12.7,13.5,15.8,2,14,12,15.8,1.5,3,2.5,3
Adrián,Liverpool,GK,36,130,140,Spain,Liverpool,,6,3,1,3,12,7,1,2,2,3,12,2,1,10,13,13,14,11,12,7,13,15,1,11,2,13,10,10,11,14,13,13,14,9,11,13,12,7,13,7,13,13,13,16,15,13,11,13,14,12,14,13,18,14,12,13,15,16,8,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,80,7,20,6500,6500,5250,128,1987/1/3,0,0,5.7,12.8,10,6.7,5.3,7.7,7,12.8,13.5,12.8,10,12.8,14.5,15,13,12
Albert Sambi Lokonga,Luton,DM/M C,23,137,154,"Belgium,Democratic Republic of Congo",Arsenal,Luton,10,10,13,8,15,10,10,12,10,11,14,11,13,14,12,14,12,14,14,13,12,15,13,12,13,11,16,15,13,13,11,10,14,14,14,12,12,12,14,14,12,3,3,3,3,4,1,1,3,1,3,2,14,14,6,14,12,14,12,14,1,1,1,1,1,1,20,1,18,1,1,12,1,1,183,74,12,20,6850,6600,5250,134,1999/10/22,1,0,11.7,12.5,13.5,13.3,11.7,14,10,13.8,2,12.5,13.5,13.8,3,3,3.5,1.5
Ross Barkley,Luton,M/AM LC,29,141,159,"England,Nigeria",Luton,,13,11,16,12,16,14,12,15,9,6,15,12,8,16,9,14,11,13,11,14,9,12,15,11,11,11,11,11,15,11,14,12,12,14,12,16,9,6,12,11,8,2,2,2,2,2,3,3,1,1,2,2,5,14,12,15,13,14,12,13,1,1,1,1,1,1,10,1,20,1,15,20,13,1,189,76,14,20,6900,6900,6000,135,1993/12/5,33,6,8.3,13.3,14.5,14.7,12,16,12,11.3,2,13.3,14.5,11.3,2,2,2,2.5
Tim Krul,Luton,GK,35,123,152,The Netherlands,Luton,,1,1,1,2,8,1,5,2,2,1,8,4,1,8,11,11,14,11,11,5,12,14,2,15,3,14,10,12,9,13,13,17,13,7,14,10,11,6,13,13,2,14,14,15,8,14,11,16,15,15,10,13,16,11,8,15,14,16,2,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,84,20,4,6150,6150,5400,123,1988/4/3,15,0,5.3,12.5,8,5,5.3,5.7,11,12,15.5,12.5,8,12,14.5,8,14,12
Tahith Chong,Luton,M/AM RLC,23,123,145,"The Netherlands,Cura?ao",Luton,,9,10,14,10,14,14,6,10,4,3,13,7,7,13,14,10,11,9,9,12,8,15,16,4,13,6,11,11,16,14,11,12,16,15,12,8,9,2,10,12,10,3,1,2,2,1,1,3,2,2,1,1,8,15,4,10,12,16,9,15,1,8,1,1,8,1,15,10,20,10,17,18,17,14,185,74,20,8,6150,6150,4350,97,1999/12/4,0,0,5.3,11.3,15.5,13.7,10.7,13.7,9,10.7,2.5,11.3,15.5,10.7,1.5,2,2,1
Andros Townsend,Luton,M/AM RL,32,129,144,"England,Cyprus,Jamaica",Luton,,12,15,15,9,13,11,7,14,5,5,11,12,6,13,12,8,10,10,12,12,11,13,12,10,11,9,12,16,13,13,13,8,14,13,15,10,12,4,10,11,9,2,2,2,1,2,2,1,2,1,2,1,12,10,6,14,12,13,10,15,1,1,1,1,1,1,1,14,1,19,15,10,20,8,178,75,20,16,6450,6450,5250,128,1991/7/16,13,3,6.7,12.8,13,11.7,10,13.7,7.5,11,1.5,12.8,13,11,2,1,2,1.5
Marvelous Nakamba,Luton,DM/M C,29,134,138,Zimbabwe,Luton,,8,9,12,7,12,9,10,9,9,13,13,10,15,12,18,14,16,13,13,13,13,13,12,8,15,14,15,16,13,14,16,8,14,13,16,13,13,15,10,7,11,2,1,3,3,1,2,2,3,1,3,3,7,12,14,13,12,14,8,8,1,1,1,1,1,1,20,1,20,1,1,1,1,1,176,72,20,8,6700,6000,5500,135,1994/1/19,25,0,14,14.8,13,12.7,11.7,12,9,14,2.5,14.8,13,14,2,3,1.5,2.5
Teden Mengi,Luton,D C,21,106,138,"England,Angola",Luton,,2,4,7,5,13,1,10,2,4,12,11,4,12,13,10,14,9,10,11,6,11,15,4,9,9,13,13,12,14,12,13,13,15,15,12,13,13,8,7,14,11,1,2,3,1,3,4,4,2,1,1,1,13,10,7,13,10,14,13,14,1,1,20,14,1,1,1,1,1,1,1,1,1,1,186,78,8,20,5300,5300,3000,106,2002/4/30,0,0,12.3,12.5,14.5,7,8,11,11.5,12.2,3,12.5,14.5,12.2,2.5,1,2,2.5
Thomas Kaminski,Luton,GK,30,130,135,"Belgium,Poland",Luton,,5,5,8,5,11,7,6,5,12,5,11,5,6,11,9,12,13,12,13,11,11,14,10,9,7,11,11,11,12,14,11,15,13,11,11,11,14,2,10,2,1,13,14,13,13,15,10,15,16,14,10,11,14,19,8,12,12,14,10,8,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,80,9,20,6500,6500,4500,128,1992/10/23,0,0,7.3,11.8,11.5,10.7,8,10,10.5,12.3,15.5,11.8,11.5,12.3,13.5,13,14,10.5
Ryan Giles,Luton,D/WB/M/AM L,23,126,135,England,Luton,,12,15,13,9,13,12,9,12,9,11,13,9,8,14,10,12,8,14,12,14,14,13,13,10,12,9,9,12,15,9,10,13,13,14,13,11,9,7,11,8,15,1,3,2,2,3,3,1,1,2,2,2,13,11,3,10,12,16,13,13,1,17,1,1,18,1,1,18,1,1,20,1,1,1,183,70,20,6,6300,6300,3500,123,2000/1/26,0,0,9.3,10.8,14.5,13.3,11.7,13.3,11,11.3,1,10.8,14.5,11.3,2.5,2,2,2.5
Alfie Doughty,Luton,WB/M/AM RL,23,123,135,England,Luton,,12,12,14,10,11,12,7,10,5,10,10,6,9,10,12,10,11,11,9,10,10,14,12,5,11,11,12,13,16,13,12,11,11,14,13,9,10,10,9,10,16,1,2,2,4,2,2,3,2,3,4,3,10,12,10,12,9,14,14,13,1,14,1,12,20,17,1,19,1,15,19,1,15,1,183,0,20,6,6150,6150,4500,104,1999/12/21,0,0,10,11.8,15,10.7,10.7,11.7,9,11,2.5,11.8,15,11,2,4,1.5,2.5
Jacob Brown,Luton,M/AM/S R,25,123,132,"Scotland,England",Luton,,8,12,13,11,11,8,12,10,7,6,10,12,7,11,13,13,15,11,11,11,11,15,12,6,13,11,15,17,13,11,13,13,14,14,15,12,16,6,12,5,15,3,3,4,2,1,3,1,1,1,1,3,12,12,3,14,14,16,15,17,1,1,1,8,6,12,1,10,1,16,14,12,19,20,184,78,8,20,6150,6100,3750,115,1998/4/10,6,0,8,12.8,13.5,11,11.7,11.7,12.5,13.3,1,12.8,13.5,13.3,3.5,2,2,3
Carlton Morris,Luton,S ,27,126,130,England,Luton,,5,9,11,13,13,7,15,11,4,7,11,14,8,12,13,13,15,13,13,11,13,13,11,12,13,9,13,15,13,11,13,14,13,13,14,15,12,10,12,12,10,3,2,2,1,2,2,2,1,3,3,2,12,12,2,12,12,14,12,13,1,1,1,1,1,1,1,10,1,10,14,10,13,20,186,85,9,20,6300,6300,4750,127,1995/12/16,0,0,8,13.3,13,11,13,12,14.5,13.3,1.5,13.3,13,13.3,2,1,2.5,2
Chiedozie Ogbene,Luton,WB/AM/S R,26,126,130,"Republic of Ireland,Nigeria",Luton,,5,12,14,11,12,6,8,10,4,7,10,7,7,12,9,11,12,10,11,10,11,14,15,6,12,6,11,12,17,12,11,8,13,17,12,11,10,7,11,4,17,2,3,3,3,1,3,2,3,3,1,1,14,13,3,10,11,14,14,11,1,1,1,1,1,18,1,13,1,15,13,1,20,17,177,68,5,20,6300,6300,4850,114,1997/5/1,15,4,6.7,11.5,17,11.7,11,12.7,8,11.7,2.5,11.5,17,11.7,3,3,1.5,2
Elijah Adebayo,Luton,S ,25,126,130,"England,Nigeria",Luton,,6,7,13,14,13,8,15,9,6,9,10,13,9,12,10,12,12,13,12,8,12,11,6,7,10,9,11,14,14,13,12,16,11,14,15,15,14,7,9,9,11,1,3,3,3,2,1,2,2,2,3,4,11,9,16,10,11,9,12,8,1,1,5,1,1,1,1,1,1,1,7,1,1,20,190,82,8,20,6300,6300,4500,127,1998/1/7,0,0,9,13.8,14,8,12.3,12.7,15.5,11.7,2,13.8,14,11.7,3,3,1.5,2.5
Tom Lockyer,Luton,D C,28,123,125,"Wales,England",Luton,,5,7,10,6,12,5,15,6,6,14,12,5,15,10,10,13,14,12,13,8,13,12,5,15,7,14,15,14,9,12,12,13,16,10,15,14,14,8,12,4,15,2,1,3,3,2,2,3,3,1,3,1,15,11,5,15,9,14,17,11,1,1,20,1,1,1,10,1,1,1,1,1,1,1,186,73,8,20,6150,6500,4600,123,1994/12/3,14,0,14.3,13.3,9.5,8.3,8.3,10.7,14,13.3,3,13.3,9.5,13.3,2,3,2,1.5
Gabriel Osho,Luton,D RC,24,120,125,"England,Nigeria",Luton,,5,8,10,8,11,4,13,5,13,13,11,12,13,10,13,11,14,10,11,8,11,13,5,10,7,12,14,14,14,12,10,13,12,14,15,15,10,11,8,12,13,1,3,4,1,3,3,2,3,3,2,1,16,15,1,8,11,12,11,12,1,1,20,16,1,1,9,1,1,1,1,1,1,1,183,81,11,20,6000,6000,4000,120,1998/8/14,0,0,12.7,13,14,8,8.3,10.3,13,12.3,2.5,13,14,12.3,3.5,1,2,2
Pelly-Ruddock Mpanzu,Luton,M C,29,121,123,"England,Democratic Republic of Congo",Luton,,7,7,14,8,13,7,9,13,6,12,13,8,13,13,12,12,14,9,11,11,10,16,13,12,12,13,15,17,13,13,14,10,15,13,16,17,12,8,11,10,15,1,1,4,1,3,3,2,2,2,1,2,16,15,3,12,8,9,14,19,1,1,1,1,1,1,15,1,20,1,1,10,1,1,175,63,6,20,6050,6050,4000,122,1994/3/22,0,0,12.7,15,13,12.3,9.7,13.3,9.5,13,2,15,13,13,2.5,1,2,2.5
Issa Kaboré,Luton,D R,22,118,143,Burkina Faso,Man City,Luton,10,11,12,10,12,7,8,8,8,11,12,10,11,12,14,12,12,12,12,9,12,14,13,8,14,11,10,10,16,13,8,8,12,16,12,12,11,5,11,5,3,1,3,2,1,1,2,3,1,1,3,2,14,18,4,12,10,9,11,11,1,1,1,20,1,15,1,1,1,1,1,1,1,1,180,70,10,20,5900,5900,4500,114,2001/5/12,31,1,11,11.3,16,11.3,12,12,8,12,2,11.3,16,12,2.5,1,1,2
Erling Haaland,Man City,S ,23,188,195,"Norway,England",Man City,,7,10,14,18,16,13,15,13,5,6,13,17,7,15,15,19,15,18,15,14,15,20,16,13,18,7,14,13,17,16,17,18,19,19,14,17,16,9,14,10,10,3,3,3,1,1,2,1,3,1,2,2,16,20,11,15,18,17,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,195,94,20,11,9400,9400,9000,187,2000/7/21,25,24,6.7,16,18,14.3,18,15,16.5,16.3,2,16,18,16.3,3,1,2,2
Kevin De Bruyne,Man City,M/AM RLC,32,190,190,Belgium,Man City,,14,19,16,16,16,17,6,17,7,9,18,15,9,18,12,14,13,14,15,20,18,17,16,13,15,10,14,15,16,13,14,10,16,14,16,13,15,6,15,7,14,3,3,1,1,1,4,1,2,4,2,2,13,17,13,14,11,18,16,13,1,1,1,1,1,1,12,15,20,15,14,20,14,12,181,68,16,20,9500,9500,9500,181,1991/6/28,99,26,9.3,14,15,18,15,16.7,8,15.2,1.5,14,15,15.2,2,1,2,3
Ederson,Man City,GK,29,180,180,"Brazil,Portugal",Man City,,3,3,11,3,14,8,9,12,3,2,18,12,2,17,12,17,18,20,16,17,15,16,3,7,15,16,14,13,14,13,13,13,15,13,14,13,16,5,16,5,1,13,16,13,15,16,20,14,15,16,6,17,16,14,4,12,20,16,10,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,86,20,12,8800,8500,8500,179,1993/8/17,21,0,6.7,13.3,13.5,12.7,12.7,14,11,16,14.5,13.3,13.5,16,14.5,15,14.5,18.5
Bernardo Silva,Man City,M/AM RC,28,178,180,Portugal,Man City,,14,15,17,15,17,13,10,13,2,12,17,13,8,18,13,16,15,16,15,17,15,16,17,12,17,13,17,20,15,19,16,7,17,14,17,9,16,10,16,6,20,1,3,2,1,2,2,4,2,2,3,1,15,17,14,11,13,17,12,8,1,14,1,1,1,1,1,12,20,16,12,20,19,9,173,64,20,8,8900,8900,8900,174,1994/8/10,82,11,11,15.3,14.5,17,16,17.3,8.5,15.7,3,15.3,14.5,15.7,2.5,1,1.5,1.5
Phil Foden,Man City,AM RLC,23,165,180,England,Man City,,13,13,17,14,17,13,8,12,5,8,17,12,8,17,7,14,13,15,15,16,14,14,16,8,16,9,14,16,16,17,15,7,14,16,15,9,15,6,16,6,13,2,2,1,2,3,1,2,2,2,3,1,12,15,12,13,12,14,14,16,1,1,1,1,1,1,1,1,15,1,20,20,17,14,171,64,20,9,8250,8250,8000,163,2000/5/28,25,3,8.3,14,16,16.3,15,17,7.5,14,2,14,16,14,1.5,2,2.5,1
Jo?ko Gvardiol,Man City,D LC,21,148,178,Croatia,Man City,,2,11,13,7,13,6,13,8,12,14,14,7,14,13,16,14,17,16,14,13,13,17,13,14,11,14,14,16,14,12,15,13,15,15,14,16,14,10,16,6,11,2,1,3,3,2,2,3,3,2,2,1,13,19,4,12,18,16,10,10,1,18,20,1,15,1,10,1,1,1,1,1,1,1,185,80,20,12,7400,7250,6400,148,2002/1/23,21,2,14,14.3,14.5,13.3,11.3,13,13,14.8,3,14.3,14.5,14.8,2,3,2,1.5
Rodri,Man City,DM C,27,177,177,Spain,Man City,,7,8,13,9,15,8,13,14,8,13,15,8,17,14,13,17,15,18,17,15,18,13,9,11,14,17,16,16,14,13,12,17,16,13,17,16,18,10,18,4,10,2,1,1,3,4,2,1,1,2,3,3,15,16,4,13,15,18,13,16,1,1,15,1,1,1,20,1,15,1,1,1,1,1,191,75,13,20,8850,8250,8250,175,1996/6/22,43,1,15.7,14.5,13.5,13,13.7,14,15,16,1,14.5,13.5,16,1,3,3,2.5
Rúben Dias,Man City,D C,26,174,177,Portugal,Man City,,4,11,12,6,13,5,15,4,5,17,14,8,18,13,16,17,18,15,16,13,15,18,8,17,8,17,16,17,13,13,12,16,18,13,18,16,18,13,16,4,8,3,3,2,1,1,1,3,1,4,1,3,18,18,8,16,16,18,14,16,1,1,20,1,1,1,1,1,1,1,1,1,1,1,186,83,12,20,8700,8500,8500,172,1997/5/14,48,2,17.3,14.8,13,11.7,9.7,12.7,15.5,16.7,2,14.8,13,16.7,2.5,1,2,2
Jack Grealish,Man City,M/AM RLC,27,164,175,"England,Republic of Ireland",Man City,,13,15,17,13,15,11,11,13,3,6,14,12,9,15,11,13,14,14,12,16,13,14,16,12,13,11,14,16,15,16,14,7,15,14,14,14,15,13,14,10,9,2,2,1,1,3,3,1,2,3,1,1,12,16,12,15,16,13,6,10,1,1,1,1,1,1,1,18,14,16,20,20,16,12,175,82,15,20,8200,8200,7500,157,1995/9/10,32,2,8.7,14.5,14.5,15.3,13.3,15.7,9,13.3,1.5,14.5,14.5,13.3,1.5,1,2.5,2
Mateo Kova?i?,Man City,DM/M C,29,152,172,"Croatia,Austria",Man City,,10,10,16,8,16,12,10,9,7,12,14,12,15,17,14,16,14,18,11,15,14,17,16,11,13,12,15,17,15,12,16,9,12,14,14,13,13,12,13,12,15,3,2,2,2,2,2,1,3,4,3,1,14,14,9,12,14,16,14,17,1,1,1,1,1,1,18,10,20,10,5,13,5,1,176,82,11,20,7800,8050,7250,152,1994/5/6,95,5,13,13.8,14.5,15,13,16.3,9.5,14.5,2,13.8,14.5,14.5,2,2,2.5,1.5
John Stones,Man City,D/DM RC,29,166,170,England,Man City,,4,6,14,8,14,5,14,6,8,13,16,12,16,16,13,16,17,18,16,14,15,13,12,13,15,16,16,17,14,13,12,16,16,15,16,15,16,8,14,9,13,3,3,3,3,2,2,1,2,3,3,1,10,17,7,15,14,15,13,16,1,1,20,15,1,1,16,1,1,1,1,1,1,1,188,72,12,20,8300,8300,8000,165,1994/5/28,67,3,15,14,14.5,14,13.7,14.7,15,15.5,1.5,14,14.5,15.5,3,3,2.5,1.5
Jérémy Doku,Man City,AM/S RL,21,145,168,"Belgium,Ghana",Man City,,11,11,15,11,14,8,5,8,5,5,13,14,7,15,14,11,15,11,10,10,9,12,16,6,12,7,12,13,18,16,11,8,16,17,12,11,10,7,12,9,11,2,2,1,3,1,1,3,3,2,1,1,12,15,12,12,13,11,13,10,1,1,1,1,1,1,1,1,1,1,20,1,15,19,171,67,12,20,7250,6400,6200,134,2002/5/27,16,2,6.3,12.5,17.5,13,11.3,14.7,6.5,11.5,3,12.5,17.5,11.5,1.5,3,1.5,1
Rico Lewis,Man City,D RC,18,136,167,England,Man City,,3,9,12,7,11,5,11,4,9,10,12,11,12,12,15,11,16,14,12,11,13,17,12,13,12,15,12,15,14,16,12,7,13,13,14,12,15,10,14,3,17,3,1,1,3,3,3,1,2,2,3,1,10,13,4,10,14,16,14,15,1,13,1,20,1,15,15,1,15,1,1,1,1,1,169,65,8,20,6800,6800,6000,122,2004/11/21,0,0,12.3,13.5,13.5,11.7,11,11.7,9,13.5,1.5,13.5,13.5,13.5,1,3,3,2
Kyle Walker,Man City,D/WB R,33,164,164,England,Man City,,4,11,14,7,13,11,13,8,12,14,13,6,13,13,13,16,13,13,13,12,13,16,10,15,13,14,15,16,19,13,13,11,20,18,17,13,18,5,13,7,14,2,2,3,1,3,2,3,1,4,3,1,10,15,7,14,7,14,14,15,5,10,14,20,1,18,1,1,1,5,1,1,5,1,178,83,10,20,8200,8200,7750,154,1990/5/28,76,0,13.7,14,18.5,11.7,11,13.3,12,14.3,2,14,18.5,14.3,2.5,1,2.5,1.5
Nathan Aké,Man City,D LC,28,153,164,"The Netherlands,Ivory Coast",Man City,,2,10,13,8,14,6,15,10,10,15,14,3,15,14,12,15,15,16,15,13,13,15,6,14,5,15,14,16,15,14,13,12,14,15,15,15,14,10,13,8,15,2,2,1,2,1,3,1,2,3,2,1,16,14,10,12,12,15,11,15,1,17,20,1,10,1,15,1,10,1,1,1,1,1,180,75,20,10,7650,7250,7250,152,1995/2/18,38,5,15,14.3,15,11,9.7,13.7,13.5,14.5,1.5,14.3,15,14.5,1.5,2,1.5,2
Julián ?lvarez,Man City,AM/S RLC,23,151,162,Argentina,Man City,,14,11,13,15,16,13,10,14,6,5,13,13,8,15,11,13,12,14,12,13,14,14,17,7,15,8,16,16,15,14,13,7,15,13,16,13,13,8,14,6,13,1,2,3,2,3,1,3,1,3,4,2,9,14,5,12,14,14,17,8,1,1,1,1,1,1,1,1,1,1,15,16,17,20,170,70,13,20,7550,7800,7550,144,2000/1/31,22,7,7,14,14,14.3,14.7,14.7,8.5,13.5,2,14,14,13.5,2.5,2,2,1.5
Matheus Nunes,Man City,M/AM RC,24,149,161,"Portugal,Brazil",Man City,,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,14,13,15,15,8,14,14,16,16,14,13,13,12,17,14,16,14,15,13,17,3,14,2,3,2,2,2,3,2,1,2,1,2,14,16,5,13,17,18,13,15,1,1,1,1,1,1,14,5,20,13,13,16,15,1,184,78,12,20,7450,7450,6500,148,1998/8/27,11,1,11.3,14,14,14,13,14.7,11,15,1.5,14,14,15,2.5,2,2,2.5
Joel Ndala,Man City,AM RL,17,79,160,"England,Democratic Republic of Congo",Man City,,5,7,14,12,12,5,5,10,3,2,12,5,6,11,5,3,5,9,5,7,4,6,14,7,6,5,6,8,13,13,12,4,14,14,10,2,5,6,14,10,13,2,2,1,3,1,1,1,3,4,2,1,20,13,1,11,10,12,9,19,1,1,1,1,1,1,1,13,1,12,20,1,15,1,180,0,8,20,3950,3950,1750,65,2006/5/31,0,0,4.3,9.3,13.5,11,9,12.3,4.5,4.8,2,9.3,13.5,4.8,1.5,3,1.5,1
Spike Brits,Man City,GK,16,72,160,"England,South Africa",Man City,,3,1,1,3,9,6,1,2,1,2,10,3,1,9,11,9,11,9,10,10,7,17,1,8,2,8,7,9,15,8,7,10,13,14,4,6,7,12,6,6,8,10,9,8,10,8,9,10,10,16,5,9,18,19,3,16,14,15,16,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,0,12,20,3600,3600,1850,63,2007/6/24,0,0,3.7,6.3,14.5,7,4.7,6.3,5.5,10.2,10,6.3,14.5,10.2,8.5,10,9,9
Alfie Harrison,Man City,M/AM C,17,70,160,England,Man City,,6,5,7,8,8,6,7,6,5,6,9,4,6,12,15,8,5,8,5,13,13,8,12,7,13,7,12,12,8,12,8,3,15,9,14,5,9,11,15,12,14,3,1,2,1,1,3,3,4,2,1,3,20,11,4,11,12,12,11,16,1,1,1,1,1,1,1,1,20,1,1,16,1,13,179,0,20,8,3500,3500,1750,63,2005/11/28,0,0,6.3,9.8,8.5,11.3,9.7,9,5,8.5,3.5,9.8,8.5,8.5,1.5,1,2,3
Sergio Gómez,Man City,D/WB/AM RL,22,132,158,Spain,Man City,,15,16,13,10,15,13,6,11,9,9,15,13,9,15,7,10,14,13,13,14,11,12,16,8,12,12,14,14,14,13,7,6,12,14,13,8,10,6,10,8,15,3,3,2,2,2,1,2,3,3,3,2,11,15,7,7,14,13,10,9,1,18,1,1,20,1,1,10,1,8,19,14,15,1,171,68,20,7,6650,6500,5250,122,2000/9/4,0,0,10,10.3,14,15,11.7,14.3,6,12.3,2.5,10.3,14,12.3,2.5,2,2.5,1.5
Manuel Akanji,Man City,D RC,28,154,156,"Switzerland,Nigeria",Man City,,4,8,11,6,13,9,13,11,12,15,13,8,16,12,13,15,16,16,15,13,13,14,9,10,9,13,14,13,14,13,13,15,13,15,14,17,14,8,16,12,13,2,1,3,2,1,2,2,1,1,2,4,12,16,6,11,13,17,14,12,1,14,20,15,1,8,1,1,1,1,1,1,1,1,187,91,14,20,7700,7700,7500,153,1995/7/19,51,2,14.7,14.3,14.5,11.7,10.3,12,14,14.5,1.5,14.3,14.5,14.5,2,2,1.5,3
Kalvin Phillips,Man City,DM/M C,27,151,156,"England,Jamaica,Republic of Ireland",Man City,,13,12,11,9,13,13,11,11,5,13,15,10,16,13,16,15,16,13,14,14,13,16,10,10,11,15,15,17,13,13,14,11,18,14,17,14,14,13,13,10,13,1,3,1,1,3,2,3,3,3,2,2,9,13,1,17,15,16,11,18,1,1,12,1,1,1,20,1,17,1,1,9,1,1,178,72,11,20,7550,7550,6850,150,1995/12/2,27,1,14.7,14.5,13.5,13,11,12.3,11,14.8,3,14.5,13.5,14.8,2,1,2,2
Oscar Bobb,Man City,M/AM RLC,20,115,150,Norway,Man City,,12,12,14,11,13,9,9,10,6,9,13,7,11,14,5,10,5,9,5,13,12,10,13,12,10,12,10,14,15,14,12,5,13,14,10,6,16,14,8,15,15,3,1,4,1,2,3,3,4,4,1,1,15,14,4,11,10,10,10,12,1,1,1,1,1,1,1,13,20,15,16,20,19,13,170,63,20,10,5750,5750,4750,108,2003/7/12,0,0,10.7,10.5,14.5,13,10,13.7,7,8.7,3.5,10.5,14.5,8.7,2.5,1,2.5,2
Micah Hamilton,Man City,M/AM RLC,19,105,150,England,Man City,,4,6,12,11,13,6,8,10,8,7,13,5,10,13,15,10,6,13,4,13,14,12,14,13,12,14,15,14,14,13,13,9,6,14,8,12,13,8,7,11,15,3,1,3,1,2,2,3,3,2,2,4,20,14,1,11,10,12,10,13,1,1,1,1,1,1,1,14,20,12,20,15,15,1,178,76,10,20,5250,5250,3500,111,2003/11/13,0,0,10.3,11.5,14,13.3,12,12.7,8.5,10.2,3,11.5,14,10.2,2,1,2.5,3
Max Alleyne,Man City,D C,18,91,150,"England,Barbados",Man City,,6,2,6,6,9,2,13,3,5,13,9,5,13,7,5,6,10,8,10,8,13,7,6,9,7,13,7,9,13,13,9,11,7,10,9,6,10,6,18,15,14,3,3,2,3,1,1,1,2,3,3,3,7,11,3,12,10,12,11,12,1,12,20,1,1,1,12,1,1,1,1,1,1,1,188,74,13,20,4550,4550,2250,88,2005/7/21,0,0,13,9.3,11.5,7.7,7,7.3,12,8.8,1.5,9.3,11.5,8.8,2.5,3,2,2
